seasonID,teamID,year,division,meetsWon,meetsLost,meetsTied,PowerRanking,dmPoints,drPoints,dPoints,arPoints,aPoints,tPoints,gtPoints
HSC2023_Season,HSC2023,2023,3,3,2,0,8.89,1115.0,168.0,1382,186.0,402,1469.0,3253.0
WC2023_Season,WC2023,2023,3,3,2,0,9.05,1048.5,182.0,1502,206.0,262,1436.5,3200.5
OH2023_Season,OH2023,2023,3,1,4,0,11.7,1014.5,146.0,1316,154.0,262,1314.5,2892.5
CH2023_Season,CH2023,2023,3,0,5,0,14.87,832.5,136.0,1200,58.0,318,1026.5,2544.5
OAK2023_Season,OAK2023,2023,4,5,0,0,8.02,1251.0,226.0,1564,206.0,322,1683.0,3569.0
M2023_Season,M2023,2023,4,4,1,0,10.74,1120.5,168.0,1494,98.0,446,1386.5,3326.5
VW2023_Season,VW2023,2023,4,3,2,0,12.92,1038.5,166.0,1428,32.0,362,1236.5,3026.5
HB2023_Season,HB2023,2023,4,1,4,0,15.61,965.0,148.0,1294,50.0,158,1163.0,2615.0
LHP2023_Season,LHP2023,2023,4,1,4,0,15.65,967.0,122.0,1152,70.0,74,1159.0,2385.0
LG2023_Season,LG2023,2023,4,1,4,0,15.81,957.0,126.0,1316,60.0,212,1143.0,2671.0
VAC2023_Season,VAC2023,2023,5,5,0,0,10.81,1233.5,208.0,1518,120.0,344,1561.5,3423.5
VH2023_Season,VH2023,2023,5,4,1,0,12.83,1138.5,172.0,1534,116.0,203,1426.5,3163.5
SHR2023_Season,SHR2023,2023,5,3,2,0,14.39,1056.0,174.0,1324,132.0,226,1362.0,2912.0
VR2023_Season,VR2023,2023,5,2,3,0,15.8,1072.5,156.0,1418,90.0,114,1318.5,2850.5
DT2023_Season,DT2023,2023,5,1,4,0,18.7,915.0,138.0,1178,95.0,108,1148.0,2434.0
MVP2023_Season,MVP2023,2023,5,0,5,0,22.02,879.5,112.0,1288,0.0,69,991.5,2348.5
PC2023_Season,PC2023,2023,6,5,0,0,14.03,1197.5,180.0,1468,66.0,152,1443.5,3063.5
SOR2023_Season,SOR2023,2023,6,3,2,0,17.29,1090.5,174.0,1310,60.0,246,1324.5,2880.5
DL2023_Season,DL2023,2023,6,3,2,0,17.87,1042.0,172.0,1424,62.0,120,1276.0,2820.0
FS2023_Season,FS2023,2023,6,3,2,0,18.04,1067.0,158.0,1430,38.0,128,1263.0,2821.0
HTM2023_Season,HTM2023,2023,6,1,4,0,20.41,976.0,158.0,1338,100.0,242,1234.0,2814.0
LE2023_Season,LE2023,2023,6,0,5,0,23.9,922.0,100.0,1282,50.0,244,1072.0,2598.0
SB2023_Season,SB2023,2023,7,5,0,0,16.61,1206.5,192.0,1612,24.0,158,1422.5,3192.5
PH2023_Season,PH2023,2023,7,4,1,0,18.53,1116.0,174.0,1448,58.0,72,1348.0,2868.0
F2023_Season,F2023,2023,7,3,2,0,18.54,1139.0,176.0,1496,114.0,186,1429.0,3111.0
CT2023_Season,CT2023,2023,7,2,3,0,22.63,1018.0,126.0,1306,60.0,132,1204.0,2642.0
R2023_Season,R2023,2023,7,1,4,0,21.89,1143.0,166.0,1514,12.0,6,1321.0,2841.0
B2023_Season,B2023,2023,7,0,5,0,34.78,657.5,108.0,858,28.0,42,793.5,1693.5
DH2023_Season,DH2023,2023,8,5,0,0,20.25,1146.0,150.0,1636,38.0,118,1334.0,3088.0
SHB2023_Season,SHB2023,2023,8,3,2,0,22.56,1097.5,162.0,1308,54.0,240,1313.5,2861.5
CW2023_Season,CW2023,2023,8,3,2,0,24.01,1056.0,150.0,1220,21.0,248,1227.0,2695.0
RH2023_Season,RH2023,2023,8,2,2,1,21.02,1112.0,190.0,1374,118.0,172,1420.0,2966.0
LV2023_Season,LV2023,2023,8,1,3,1,24.05,983.0,162.0,1350,138.0,262,1283.0,2895.0
CCH2023_Season,CCH2023,2023,8,0,5,0,30.88,893.5,130.0,1324,20.0,54,1043.5,2421.5
PL2023_Season,PL2023,2023,9,4,1,0,23.39,1142.0,136.0,1468,79.0,152,1357.0,2977.0
SS2023_Season,SS2023,2023,9,3,2,0,25.16,1044.0,190.0,1440,78.0,272,1312.0,3024.0
VA2023_Season,VA2023,2023,9,3,2,0,25.44,1060.0,182.0,1300,54.0,260,1296.0,2856.0
AF2023_Season,AF2023,2023,9,2,3,0,27.08,1076.0,164.0,1588,22.0,76,1262.0,2926.0
CCC2023_Season,CCC2023,2023,9,2,3,0,28.99,989.0,152.0,1316,28.0,121,1169.0,2606.0
WG2023_Season,WG2023,2023,9,1,4,0,31.3,981.0,132.0,1130,0.0,98,1113.0,2341.0
WW2023_Season,WW2023,2023,10,5,0,0,21.65,1305.0,194.0,1722,60.0,138,1559.0,3419.0
FX2023_Season,FX2023,2023,10,3,2,0,25.96,1117.0,194.0,1514,98.0,168,1409.0,3091.0
MHC2023_Season,MHC2023,2023,10,3,2,0,29.81,1058.0,152.0,1362,4.0,102,1214.0,2678.0
HRA2023_Season,HRA2023,2023,10,2,3,0,30.67,1026.0,152.0,1318,42.0,116,1220.0,2654.0
THA2023_Season,THA2023,2023,10,1,4,0,36.17,897.5,124.0,1194,28.0,30,1049.5,2273.5
GF2023_Season,GF2023,2023,10,1,4,0,37.28,880.5,134.0,1112,0.0,80,1014.5,2206.5
HM2023_Season,HM2023,2023,11,5,0,0,26.77,1180.0,185.0,1456,22.0,230,1387.0,3073.0
HP2023_Season,HP2023,2023,11,3,2,0,29.11,1086.0,184.0,1480,100.0,264,1370.0,3114.0
MW2023_Season,MW2023,2023,11,3,2,0,30.13,1126.0,168.0,1294,26.0,90,1320.0,2704.0
G2023_Season,G2023,2023,11,3,2,0,30.39,1105.0,155.0,1542,48.0,108,1308.0,2958.0
SR2023_Season,SR2023,2023,11,1,4,0,37.91,947.0,148.0,1286,0.0,96,1095.0,2477.0
FMW2023_Season,FMW2023,2023,11,0,5,0,44.85,816.0,116.0,1174,0.0,16,932.0,2122.0
FH2023_Season,FH2023,2023,12,5,0,0,30.62,1185.0,138.0,1550,0.0,144,1323.0,3017.0
KR2023_Season,KR2023,2023,12,4,1,0,31.3,1131.0,178.0,1524,28.0,44,1337.0,2905.0
DV2023_Season,DV2023,2023,12,3,2,0,35.79,1029.0,170.0,1284,0.0,158,1199.0,2641.0
PT2023_Season,PT2023,2023,12,1,4,0,38.02,965.0,144.0,1304,82.0,172,1191.0,2667.0
RF2023_Season,RF2023,2023,12,1,4,0,39.38,970.0,146.0,1334,29.0,88,1145.0,2567.0
SRA2023_Season,SRA2023,2023,12,1,4,0,40.5,988.0,122.0,1220,0.0,152,1110.0,2482.0
BF2023_Season,BF2023,2023,13,5,0,0,32.76,1143.5,196.0,1564,0.0,104,1339.5,3007.5
FCE2023_Season,FCE2023,2023,13,4,1,0,38.64,1056.0,110.0,1344,0.0,28,1166.0,2538.0
W2023_Season,W2023,2023,13,3,2,0,36.26,1073.0,162.0,1542,46.0,34,1281.0,2857.0
RG2023_Season,RG2023,2023,13,2,3,0,39.0,1067.0,152.0,1508,0.0,56,1219.0,2783.0
LH2023_Season,LH2023,2023,13,1,4,0,43.56,957.5,152.0,1096,0.0,116,1109.5,2321.5
SS22023_Season,SS22023,2023,13,0,5,0,48.2,896.0,120.0,1016,0.0,80,1016.0,2112.0
SV2023_Season,SV2023,2023,14,5,0,0,32.02,1200.0,184.0,1510,92.0,310,1476.0,3296.0
RV2023_Season,RV2023,2023,14,4,1,0,34.98,1101.0,206.0,1534,84.0,292,1391.0,3217.0
HF2023_Season,HF2023,2023,14,2,3,0,40.98,1076.5,168.0,1458,0.0,12,1244.5,2714.5
PAR2023_Season,PAR2023,2023,14,2,3,0,41.95,1045.5,156.0,1272,12.0,160,1213.5,2645.5
SOC2023_Season,SOC2023,2023,14,2,3,0,44.94,1021.0,106.0,1308,0.0,75,1127.0,2510.0
FME2023_Season,FME2023,2023,14,0,5,0,54.13,818.0,86.0,1120,58.0,146,962.0,2228.0
LP2023_Season,LP2023,2023,15,5,0,0,36.5,1207.5,180.0,1548,0.0,12,1387.5,2947.5
CSC2023_Season,CSC2023,2023,15,4,1,0,38.54,1181.0,168.0,1436,0.0,26,1349.0,2811.0
BKS2023_Season,BKS2023,2023,15,3,2,0,40.98,1131.0,168.0,1302,0.0,28,1299.0,2629.0
LB2023_Season,LB2023,2023,15,2,3,0,46.69,1021.0,138.0,1394,0.0,40,1159.0,2593.0
A2023_Season,A2023,2023,15,1,4,0,55.67,846.0,134.0,1274,0.0,28,980.0,2282.0
RFD2023_Season,RFD2023,2023,15,0,5,0,54.57,873.5,148.0,1218,0.0,30,1021.5,2269.5
HH2023_Season,HH2023,2023,16,5,0,0,41.38,1181.5,124.0,1418,0.0,18,1305.5,2741.5
LBR2023_Season,LBR2023,2023,16,3,2,0,42.16,1155.0,190.0,1520,0.0,10,1345.0,2875.0
H2023_Season,H2023,2023,16,3,2,0,48.19,1023.5,146.0,1414,0.0,52,1169.5,2635.5
V2023_Season,V2023,2023,16,2,3,0,49.83,997.5,156.0,1410,0.0,0,1153.5,2563.5
IC2023_Season,IC2023,2023,16,1,4,0,51.38,976.0,164.0,1200,0.0,14,1140.0,2354.0
BC2023_Season,BC2023,2023,16,1,4,0,60.95,830.5,118.0,1058,0.0,0,948.5,2006.5
PV2023_Season,PV2023,2023,17,5,0,0,37.0,1375.0,176.0,1674,0.0,0,1551.0,3225.0
NF2023_Season,NF2023,2023,17,4,1,0,36.12,1398.0,236.0,1914,0.0,0,1634.0,3548.0
NS2023_Season,NS2023,2023,17,3,2,0,45.94,1156.0,150.0,1494,0.0,0,1306.0,2800.0
S2023_Season,S2023,2023,17,2,3,0,47.42,1130.0,162.0,1532,0.0,0,1292.0,2824.0
PW2023_Season,PW2023,2023,17,1,4,0,114.16,471.0,50.0,640,0.0,0,521.0,1161.0
EP2023_Season,EP2023,2023,17,0,5,0,218.35,245.0,24.0,338,0.0,0,269.0,607.0
T2024_Season,T2024,2024,1,5,0,0,1.77,1254.5,216.0,1728.0,438.0,419,1908.5,4055.5
CB2024_Season,CB2024,2024,1,4,1,0,2.79,1245.0,200.0,1318,438.0,532,1883.0,3733.0
O2024_Season,O2024,2024,1,3,2,0,4.01,1143.5,172.0,1318,364.0,374,1679.5,3371.5
DR2024_Season,DR2024,2024,1,2,3,0,5.79,876.5,124.0,1316,210.0,266,1210.5,2792.5
HS2024_Season,HS2024,2024,1,1,4,0,6.57,984.5,123.0,1182,208.0,426,1315.5,2923.5
OKM2024_Season,OKM2024,2024,1,0,5,0,7.97,796.0,117.0,1393.5,222.0,606,1135.0,3134.5
CP2024_Season,CP2024,2024,2,4,1,0,5.44,1146.0,176.0,1484,200.0,430,1522.0,3436.0
L2024_Season,L2024,2024,2,4,1,0,5.7,1119.5,154.0,1380,162.0,410,1435.5,3225.5
OAK2024_Season,OAK2024,2024,2,3,1,1,5.79,1090.5,194.0,1348,126.0,326,1410.5,3084.5
HPP2024_Season,HPP2024,2024,2,2,3,0,8.48,1002.5,146.0,1302,84.0,288,1232.5,2822.5
HV2024_Season,HV2024,2024,2,1,3,1,8.21,1022.0,146.0,1458,128.0,400,1296.0,3154.0
ML2024_Season,ML2024,2024,2,0,5,0,10.78,914.5,136.0,1280,118.0,204,1168.5,2652.5
KG2024_Season,KG2024,2024,3,5,0,0,6.36,1267.5,176.0,1400,148.0,346,1591.5,3337.5
WC2024_Season,WC2024,2024,3,3,2,0,8.89,1072.5,200.0,1450,198.0,432,1470.5,3352.5
FO2024_Season,FO2024,2024,3,3,2,0,9.47,1092.0,158.0,1418,106.0,366,1356.0,3140.0
M2024_Season,M2024,2024,3,3,2,0,9.49,1017.0,154.0,1392,182.0,414,1353.0,3159.0
LRR2024_Season,LRR2024,2024,3,1,4,0,12.86,933.0,116.0,1254,94.0,244,1143.0,2641.0
HSC2024_Season,HSC2024,2024,3,0,5,0,13.8,915.0,152.0,1346,84.0,355,1151.0,2852.0
LHP2024_Season,LHP2024,2024,4,5,0,0,9.88,1138.5,148.0,1392,80.0,274,1366.5,3032.5
VW2024_Season,VW2024,2024,4,3,1,1,11.16,1099.5,158.0,1346,72.0,297,1329.5,2972.5
OH2024_Season,OH2024,2024,4,3,2,0,12.4,1080.5,154.0,1396,64.0,224,1298.5,2918.5
HB2024_Season,HB2024,2024,4,2,3,0,13.29,1006.0,186.0,1334,120.0,258,1312.0,2904.0
VAC2024_Season,VAC2024,2024,4,1,4,0,14.65,1020.5,160.0,1378,88.0,196,1268.5,2842.5
LG2024_Season,LG2024,2024,4,0,4,1,15.65,955.0,156.0,1406,48.0,160,1159.0,2725.0
PC2024_Season,PC2024,2024,5,4,1,0,13.21,1135.0,154.0,1404,94.0,98,1383.0,2885.0
SHR2024_Season,SHR2024,2024,5,3,2,0,14.84,1071.0,168.0,1264,76.0,126,1315.0,2705.0
CH2024_Season,CH2024,2024,5,3,2,0,15.14,1085.0,164.0,1444,36.0,227,1285.0,2956.0
VH2024_Season,VH2024,2024,5,3,2,0,15.21,1063.5,168.0,1400,46.0,177,1277.5,2854.5
VR2024_Season,VR2024,2024,5,2,3,0,16.72,972.5,174.0,1536,84.0,258,1230.5,3024.5
SOR2024_Season,SOR2024,2024,5,0,5,0,19.74,961.0,136.0,1208,48.0,251,1145.0,2604.0
F2024_Season,F2024,2024,6,5,0,0,15.04,1133.0,178.0,1322,36.0,182,1347.0,2851.0
SB2024_Season,SB2024,2024,6,4,1,0,16.2,1115.0,170.0,1466,48.0,108,1333.0,2907.0
PH2024_Season,PH2024,2024,6,3,2,0,18.45,1041.5,134.0,1336,56.0,62,1231.5,2629.5
FS2024_Season,FS2024,2024,6,1,4,0,20.87,1029.0,156.0,1296,16.0,216,1201.0,2713.0
HTM2024_Season,HTM2024,2024,6,1,4,0,20.89,977.5,170.0,1524,52.0,166,1199.5,2889.5
DL2024_Season,DL2024,2024,6,1,4,0,22.25,988.0,122.0,1318,0.0,184,1110.0,2612.0
RH2024_Season,RH2024,2024,7,4,1,0,17.65,1101.0,198.0,1390,120.0,406,1419.0,3215.0
PL2024_Season,PL2024,2024,7,4,1,0,19.37,1102.5,154.0,1362,30.0,234,1286.5,2882.5
SHB2024_Season,SHB2024,2024,7,2,3,0,20.9,1030.0,182.0,1300,108.0,576,1320.0,3196.0
CW2024_Season,CW2024,2024,7,2,3,0,21.82,1040.0,154.0,1218,62.0,416,1256.0,2890.0
WW2024_Season,WW2024,2024,7,2,3,0,23.25,1007.0,136.0,1476,24.0,254,1167.0,2897.0
DH2024_Season,DH2024,2024,7,1,4,0,23.98,1010.5,134.0,1470,38.0,84,1182.5,2736.5
R2024_Season,R2024,2024,8,5,0,0,19.42,1127.0,204.0,1492,60.0,262,1391.0,3145.0
FX2024_Season,FX2024,2024,8,4,1,0,20.58,1166.5,199.0,1426,14.0,128,1379.5,2933.5
CT2024_Season,CT2024,2024,8,3,2,0,24.14,1036.0,150.0,1416,34.0,218,1220.0,2854.0
MVP2024_Season,MVP2024,2024,8,2,3,0,25.27,1056.0,157.0,1360,0.0,108,1213.0,2681.0
DT2024_Season,DT2024,2024,8,1,4,0,27.23,978.5,132.0,1330,52.0,114,1162.5,2606.5
LE2024_Season,LE2024,2024,8,0,5,0,31.32,934.0,92.0,1214,0.0,90,1026.0,2330.0
LV2024_Season,LV2024,2024,9,5,0,0,21.3,1202.5,194.0,1426,30.0,250,1426.5,3102.5
CCC2024_Season,CCC2024,2024,9,4,1,0,23.49,1097.0,202.0,1394,52.0,176,1351.0,2921.0
AF2024_Season,AF2024,2024,9,3,2,0,27.37,1045.5,142.0,1442,10.0,168,1197.5,2807.5
SS2024_Season,SS2024,2024,9,1,4,0,28.31,988.0,154.0,1318,108.0,440,1250.0,3008.0
VA2024_Season,VA2024,2024,9,1,4,0,30.15,1016.0,134.0,1324,12.0,164,1162.0,2650.0
MHC2024_Season,MHC2024,2024,9,1,4,0,31.7,947.0,132.0,1322,18.0,66,1097.0,2485.0
FH2024_Season,FH2024,2024,10,5,0,0,25.5,1162.0,162.0,1578,0.0,92,1324.0,2994.0
HM2024_Season,HM2024,2024,10,4,1,0,27.43,1103.5,174.0,1574,0.0,204,1277.5,3055.5
CCH2024_Season,CCH2024,2024,10,2,3,0,30.34,1071.0,164.0,1550,0.0,68,1235.0,2853.0
HP2024_Season,HP2024,2024,10,2,3,0,32.04,992.5,170.0,1304,0.0,162,1162.5,2628.5
WG2024_Season,WG2024,2024,10,2,3,0,33.55,975.0,130.0,1206,0.0,20,1105.0,2331.0
HRA2024_Season,HRA2024,2024,10,0,5,0,35.92,976.0,116.0,1004,0.0,146,1092.0,2242.0
KR2024_Season,KR2024,2024,11,5,0,0,27.68,1153.5,174.0,1438,14.0,248,1341.5,3027.5
G2024_Season,G2024,2024,11,4,1,0,27.66,1165.0,182.0,1658,46.0,176.5,1393.0,3227.5
THA2024_Season,THA2024,2024,11,3,2,0,32.51,1065.0,152.0,1382,0.0,120,1217.0,2719.0
DV2024_Season,DV2024,2024,11,2,3,0,33.97,1009.0,164.0,1290,26.0,282,1199.0,2771.0
MW2024_Season,MW2024,2024,11,1,4,0,36.36,981.5,158.0,1342,8.0,32,1147.5,2521.5
BF2024_Season,BF2024,2024,11,0,5,0,41.05,896.0,118.0,1126,16.0,100,1030.0,2256.0
SV2024_Season,SV2024,2024,12,4,1,0,29.75,1145.0,194.0,1426,70.0,320,1409.0,3155.0
RV2024_Season,RV2024,2024,12,3,2,0,34.36,1056.0,162.0,1234,34.0,224,1252.0,2710.0
SRA2024_Season,SRA2024,2024,12,3,2,0,35.21,1088.0,132.0,1298,0.0,124,1220.0,2642.0
PT2024_Season,PT2024,2024,12,2,3,0,35.03,1037.0,164.0,1474,64.0,190,1265.0,2929.0
GF2024_Season,GF2024,2024,12,2,3,0,38.98,976.0,138.0,1366,12.0,0,1126.0,2492.0
RF2024_Season,RF2024,2024,12,1,4,0,40.93,961.0,136.0,1324,0.0,152,1097.0,2573.0
SR2024_Season,SR2024,2024,13,5,0,0,33.02,1161.0,168.0,1434,0.0,30,1329.0,2793.0
FCE2024_Season,FCE2024,2024,13,4,1,0,32.64,1201.0,186.0,1644,0.0,32,1387.0,3063.0
RG2024_Season,RG2024,2024,13,3,2,0,38.3,1051.0,158.0,1408,0.0,58,1209.0,2675.0
FMW2024_Season,FMW2024,2024,13,2,3,0,37.79,1063.5,190.0,1356,8.0,14,1261.5,2631.5
W2024_Season,W2024,2024,13,1,4,0,42.53,999.0,140.0,1464,0.0,36,1139.0,2639.0
B2024_Season,B2024,2024,13,0,5,0,55.53,778.5,90.0,896,0.0,62,868.5,1826.5
CSC2024_Season,CSC2024,2024,14,5,0,0,35.72,1135.0,164.0,1466,24.0,82,1323.0,2871.0
HF2024_Season,HF2024,2024,14,3,1,1,38.39,1100.0,164.0,1352,0.0,14,1264.0,2630.0
PAR2024_Season,PAR2024,2024,14,2,2,1,41.16,1047.0,160.0,1486,0.0,118,1207.0,2811.0
SOC2024_Season,SOC2024,2024,14,2,3,0,40.6,1061.0,176.0,1316,20.0,112,1257.0,2685.0
LP2024_Season,LP2024,2024,14,2,3,0,40.98,1068.5,154.0,1452,22.0,42,1244.5,2738.5
LH2024_Season,LH2024,2024,14,0,5,0,51.91,877.5,130.0,1170,0.0,60,1007.5,2237.5
BKS2024_Season,BKS2024,2024,15,5,0,0,31.31,1395.5,188.0,1872,34.0,168,1617.5,3657.5
FME2024_Season,FME2024,2024,15,4,1,0,43.81,1063.0,120.0,1378,0.0,72,1183.0,2633.0
SS22024_Season,SS22024,2024,15,2,3,0,47.05,1005.5,144.0,1334,0.0,10,1149.5,2493.5
HH2024_Season,HH2024,2024,15,2,3,0,49.08,977.0,122.0,1064,0.0,110,1099.0,2273.0
A2024_Season,A2024,2024,15,2,3,0,55.81,857.0,102.0,1106,0.0,4,959.0,2069.0
LB2024_Season,LB2024,2024,15,0,5,0,51.67,929.0,156.0,1322,0.0,76,1085.0,2483.0
RFD2024_Season,RFD2024,2024,16,5,0,0,39.66,1168.0,194.0,1412,0.0,34,1362.0,2808.0
NF2024_Season,NF2024,2024,16,3,2,0,46.98,1045.0,156.0,1446,0.0,0,1201.0,2647.0
PV2024_Season,PV2024,2024,16,3,2,0,48.01,1016.0,158.0,1328,0.0,26,1174.0,2528.0
H2024_Season,H2024,2024,16,2,3,0,49.33,1038.0,128.0,1140,0.0,0,1166.0,2306.0
V2024_Season,V2024,2024,16,1,4,0,51.59,987.0,148.0,1538,0.0,0,1135.0,2673.0
LBR2024_Season,LBR2024,2024,16,1,4,0,51.72,984.0,148.0,1304,0.0,112,1132.0,2548.0
NS2024_Season,NS2024,2024,17,4,0,1,37.41,1352.0,182.0,1600,0.0,56,1534.0,3190.0
IC2024_Season,IC2024,2024,17,4,0,1,37.56,1340.0,188.0,1760,0.0,14,1528.0,3302.0
BC2024_Season,BC2024,2024,17,3,2,0,42.56,1213.0,202.0,1676,0.0,0,1415.0,3091.0
S2024_Season,S2024,2024,17,2,3,0,50.75,1056.0,146.0,1344,0.0,0,1202.0,2546.0
EP2024_Season,EP2024,2024,17,1,4,0,100.78,547.0,46.0,652,0.0,0,593.0,1245.0
PW2024_Season,PW2024,2024,17,0,5,0,144.64,393.0,18.0,430,0.0,0,411.0,841.0
